OTUID,006W4,010W4,014W4,015W4,016W4,017W4,018W4,103W4,104W4,105W4,106W4,107W4,108W4,109W4
95f9437ffd50bd8809bbe046c5063aaf,0,0,0,0,0,118,0,0,0,0,0,0,80,0
684bbba7619ed78f45e4dd741184dcf7,0,199,0,0,0,210,0,0,0,0,0,0,214,0
944663b8e43a914ec1ab30847a8094cf,0,0,0,0,0,0,0,0,0,0,0,0,265,0
ba73f90009d723cc1863982baeea1902,90,0,0,0,0,0,0,0,0,0,0,0,0,0
3c1cc4fbca67cb218a86b6e294625926,375,0,0,0,0,0,0,0,73,0,0,0,0,0
7611dfe89382807cfc8fcc483f83f577,174,0,0,0,0,0,168,0,0,70,0,72,0,158
ffe60585a3d1adf37a4dac56862793e0,0,0,0,0,0,0,0,0,0,0,305,0,0,0
a7a593f5276babc770452abb5bcf2b98,0,0,0,42,0,0,0,0,0,0,0,0,0,0
21aecbb519534aa1d58b03492f5ba7a0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
1157139fcc76a9f7f895ebfe96ce2bab,0,0,0,0,0,195,0,0,0,0,0,0,0,0
10528055652ec0347140eb13b647b688,242,0,0,0,0,0,0,0,0,0,0,0,65,0
34d151bcbcf3e6e101dc5f8b9d362ef3,0,0,0,0,0,0,0,0,0,0,0,0,145,0
9686e061a1c0571a4207488a8a28f1b3,199,0,0,0,0,0,0,0,349,0,0,0,0,0
23b96f514bb33eefd41ae44b37805b42,0,0,32,0,0,0,0,0,0,215,0,0,695,0
52668855f7865c0b8c2e6646f7560b70,0,0,0,0,0,78,0,0,0,0,0,0,0,0
5ca7b0a0a1ff5e566488e0c403a33292,238,0,0,0,0,0,151,0,0,0,0,51,0,0
f76760c8b5608bc4f3b55cdf336993a2,0,69,0,83,0,66,0,0,0,0,0,0,0,0
db61794903b11e2a0af58c4024dd0d2b,20,0,0,0,0,0,0,0,0,0,0,0,0,0
dd7472754120b5b8916735c462415a92,0,225,0,189,0,0,0,0,0,0,0,0,0,0
05059ec5477ce971d75b59e376c4b698,0,0,0,0,0,397,0,0,0,0,0,0,105,0
1344e42c1dac30d87f0423243a6fe412,0,0,0,177,0,0,0,0,0,0,0,0,0,24
8311e25f669a1df97f46ab88a2fed652,0,92,0,0,0,0,0,0,0,0,0,0,0,0
70423304f1e65c127533e10752f98909,66,0,164,0,0,0,0,0,0,0,0,0,0,0
01b70c358fb68d07b92b270841b6b5e0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
5bbf9126e3492cd6f8f2e45e8b1ba3eb,0,50,0,0,0,0,0,0,0,0,0,0,0,0
a3a5b34fe5d46b30ba8f1d3d7c776ca0,0,0,0,118,0,0,0,0,0,0,0,0,0,0
8d00d522295a211e92ee4b3d6a8fb0a8,0,0,50,54,0,0,0,0,0,0,0,0,0,0
06e7977be39a9c833e39ebea4fd7bbee,264,0,0,0,0,0,0,0,0,0,0,0,0,0
98cabfec43854bebef35a919c5d04644,0,0,0,0,0,0,0,0,0,132,0,0,682,0
86c06ff4e962f09304557db5b8a45854,25,0,0,0,0,0,0,0,0,0,0,0,0,0
da5cfd6fa84d0bbd10398f42ba81de91,0,0,36,0,192,91,0,0,0,0,0,67,0,0
dd317bd5297ce9a62c068d425674cfe0,344,0,0,0,0,0,0,0,0,0,0,0,0,90
718565910b227139a06f0ddef39f7bac,0,138,0,0,0,187,0,0,0,0,0,0,0,0
17a1f88d325c85d0ee0dfb10473f047a,0,0,0,0,0,0,0,0,54,0,0,0,0,0
12ff2576d815319be71c9db04c3d15d3,0,0,0,0,0,138,0,0,0,0,0,0,0,0
c8419e1b15372e3ae69a9fc81782ebcb,0,0,0,0,0,0,0,0,0,0,0,0,0,38
29b2088867c181f54bb3cbbab51b4026,0,0,0,0,0,47,0,0,0,0,74,0,0,0
b72928f77914cf7c53ae9dcafc5fbb80,57,0,0,0,0,0,0,0,0,0,0,0,0,0
ae98a4ef129cba5e39d74c806b450fc3,0,124,0,0,0,0,0,0,0,0,0,0,0,0
b929dce5d9f1d94d9fde0b976e7b2b2f,0,301,0,0,0,0,0,0,0,0,0,0,0,0
79b72f2d95902beb902e28ee8eff479c,0,0,0,0,0,0,271,0,0,101,122,83,0,0
328bd5d78bfcc9260d02e4cc93762f40,0,130,0,124,0,0,0,0,0,0,0,0,0,0
d08da8e8708b8187bbcc5fd71e39d7d4,0,0,0,0,0,0,0,0,0,0,0,0,46,0
06184df48bc2b2e2e1f3965f9427564f,156,0,0,0,0,0,172,0,0,0,0,55,0,0
cb17cb6904e9d11a506695efbb96cd57,0,102,0,0,0,0,0,0,0,65,0,0,85,0
685dbf38a8822a1b7ab6f328ddcd0bb9,56,0,0,0,0,0,0,0,0,0,0,0,0,0
8525e69395adf921d11ef48cbda7e7d0,0,69,0,0,0,0,89,0,0,0,0,0,0,0
dad310db8e6ff252c0a50c80568c5e9d,0,128,226,0,36,0,41,0,0,0,0,0,0,48
01b0a07b4cfbbfb58f3b4c858c0dcb9d,0,207,0,0,0,93,0,0,0,0,0,0,0,0
9532e33a38eea56ffc0f22a26e8b6944,0,372,0,490,0,0,0,0,0,0,0,0,0,0
1d6c2ce07156f5cc48f42571853baf9a,0,111,0,0,0,0,0,0,0,0,0,0,0,0
228b0716951c3aec256d73a2eaeb0a76,0,0,0,0,62,0,0,0,0,0,0,0,74,0
26cebcb1a464d44f206ca428ec349d5f,0,0,0,0,0,0,0,0,191,0,0,0,161,0
c94f7d54a87f908a9e9d7d967bd6c3e5,502,122,0,0,0,0,0,0,0,0,0,0,0,0
64ed7cde08bf8934db5c0d3b48505b9d,0,350,0,0,0,0,0,0,0,0,0,0,0,0
f5755eb569fefc0c8e7f50abc005901d,0,261,0,0,0,0,0,0,0,0,0,0,0,0
4435b9f90f10fdf7376977b7b8fe8f13,0,0,0,0,0,0,0,0,0,0,0,0,133,72
c78b3b2af56670f97b865858ce0bee0e,0,0,0,0,0,0,0,0,0,0,0,0,262,0
87760b7c124ecfd38756d20458d74e47,0,0,0,0,0,0,0,0,0,0,0,114,138,0
749b461c0a4b8cd9ebe5f58af39a4e9b,0,0,0,162,0,0,0,0,0,0,0,0,0,0
293a22558eaeca3742096233a2c20f60,0,0,0,0,0,0,0,0,0,153,0,0,0,0
4ae4af5f7066ae87a3c2455a08427c51,0,0,0,0,0,0,0,0,183,0,0,0,0,0
9f8a3ac5d9fbe9a510f7fea3ee7977cf,0,0,0,107,0,0,0,0,0,0,0,0,0,0
a0db570f6f36799159749ee894d9c6d6,0,92,0,0,163,0,36,0,0,0,0,0,0,0
1dd16104e78f615a07d856062a8aafa1,97,0,0,0,0,0,109,0,0,52,0,0,0,0
baaf65923f680f3930889fca389e1cd5,0,43,0,0,0,0,0,0,0,0,0,0,0,0
5069c604b57170b39412c225e48b08f7,0,185,0,74,0,0,136,0,0,0,0,0,0,0
72bffdf65a05e4b26bd40de2b0da7eb0,0,379,0,0,0,0,0,0,0,0,0,0,0,0
51c7f41e2f8b592e36fa052b182b277d,0,314,0,0,0,0,0,0,0,0,0,0,143,0
8013c3affec7def4c38d26711fcf2c82,0,0,93,0,79,104,0,0,0,0,0,0,109,0
19996758deed1569d19ee0525d2359f8,0,0,0,0,0,108,0,0,0,0,0,156,0,0
01342c9668b771be34e1360b9502a7de,152,0,0,0,0,0,0,0,0,0,0,0,0,0
6a89341b9059832c31831c43f08a642d,0,0,0,0,0,0,0,0,0,0,0,74,0,0
89fe3f18c4a6138295205749956704f9,31,0,0,0,0,0,0,0,0,152,151,0,0,0
cff7adc250ee7223c98f0e7ffe3d5e1b,0,0,0,42,0,0,92,0,0,0,0,0,0,0
1d0b8eb7383dace10d44d60e4d0016f0,0,0,0,0,0,0,0,0,0,0,0,0,393,0
cf4d44779d4c10f9a59bcc61fc8208f7,0,0,14,0,0,0,0,0,65,0,0,0,0,88
6f482b8b50442672e65d436caf2e94bd,66,223,0,101,0,0,168,0,0,0,0,0,0,0
d49ee87c6aff83225e71f2b2e53c5d2f,0,0,0,0,0,0,0,0,70,0,0,0,0,0
ae35e6504bc4e6182f67b9cfb16fd6ac,0,0,0,81,0,39,0,0,0,0,0,0,0,0
5fc7efd0b007841f7a3f7a37ef1b16ea,0,70,0,0,0,0,0,0,0,0,0,0,0,0
9e0c9f8c40625b95ad5a4944db7d3b0c,0,0,0,0,0,0,0,0,0,0,0,0,197,0
b32f22c312110d2c1a794ef84552ffdd,0,0,0,0,0,0,0,0,0,118,0,0,0,0
3ede9cc1afeea71fad3903071d09e7c3,0,107,0,0,0,0,0,0,0,0,0,0,0,0
82cdccc5a1145358846406d89ff7fda8,244,0,0,0,0,0,0,0,0,0,0,0,0,0
ba234da72bbd19101a3d5f413c38f316,0,0,0,0,0,0,110,0,0,106,0,0,0,0
aee73704eaf8508f4033934911ffda2d,160,68,0,138,0,0,157,0,0,0,0,0,0,0
1d71f039cb32a70fef8fdae53c8a61c1,0,174,0,130,0,0,0,0,108,0,0,0,0,0
2dbc04fdb85e825c7c859623f4d5f299,0,106,0,0,0,0,0,0,0,0,0,0,0,0
161fbed7386e00abf879269be4438a54,0,335,0,0,0,0,0,0,0,0,0,0,0,38
8f9051313c5310b6dfddab51e3b919be,0,76,0,82,0,46,0,0,0,0,0,0,0,0
57715ffe741cde73a6c39d04f27cb645,0,0,0,276,0,0,0,0,0,0,0,0,0,0
3da1a628ba52f75306e0245f94a7c0da,0,220,0,0,0,0,0,0,0,0,0,0,0,0
96ca7c02000ff7c84b869bae9bc3d78f,0,0,0,0,0,0,0,0,0,44,0,0,0,0
c48586143dcb3edcb8d74ba570707302,0,49,0,0,0,0,0,0,0,0,0,0,0,0
69ee17d03028b162976359eeb9071044,0,0,0,0,0,0,0,0,0,0,0,0,22,0
de849230125566037da67f65a97ac953,0,0,0,0,0,0,0,0,77,0,0,0,0,0
520a82ee5d7442aad6af1017fec53ff0,0,0,254,0,0,0,0,0,0,0,0,0,0,0
8ff16aad73917b563718767968f4e33b,0,0,263,0,0,0,0,0,0,0,0,0,0,0
58e91be3ca699305c3888d3940cbbb47,0,131,0,0,0,0,0,0,0,0,0,0,0,0
44c277e0ca31e4e35dbbe9240c3575ba,276,0,0,0,0,0,0,0,0,0,0,0,0,0
1ae9172c931ab3f25edc48cebf9a1ecc,0,0,0,0,0,0,165,0,0,0,0,0,0,0
dc6097df31b5fed947a604a1a56177a7,0,0,0,0,0,0,0,0,0,0,0,0,46,0
6dc24185ad3a81ad86b58769aa29b623,0,307,0,0,0,0,0,0,0,0,0,0,0,0
33d6f263e1c98b0976a01a4db2c5708f,0,0,88,0,0,0,79,0,0,0,0,0,44,0
4c7237d1eac11a7339d98b8042b6e430,0,0,0,0,0,0,0,0,0,0,0,327,0,0
57fd69bd29a0ce5513e63a6852375cb5,0,166,0,0,0,0,0,0,95,0,0,0,0,0
0e2f787f86dde15fd579335bdd193647,40,0,0,0,0,0,121,0,0,38,0,140,0,0
1883e6be0b2ee97b7f3b06e1523e8838,0,0,48,0,0,0,0,0,0,0,0,0,0,0
40606ec64354b10468f703bfc124d406,0,0,0,0,0,0,0,0,159,0,0,0,0,0
c02967009ff097963618d1bc82831cf6,0,116,0,0,43,0,0,0,0,0,0,0,0,0
fd21af5bb69bdccf4b7bae4dfde403b3,0,0,0,0,0,346,0,0,0,0,0,0,0,0
d806d9ade585d14e55c52e295bf4d529,129,138,0,0,0,0,0,0,0,0,0,0,0,0
b9cdf7c3e86c750c52fc8fcc83267511,0,0,0,115,0,0,0,0,0,0,0,0,0,0
1f3e0f9918e843fecbb6f65c0e36b8ef,0,0,0,0,0,0,0,0,0,0,0,0,171,0
1b5dc12445e4804372b0da1d54c2b6f5,0,60,0,0,0,0,0,0,0,0,0,0,0,0
5256466b60a80c8a44968b81d4283dbe,236,0,0,0,0,0,0,0,0,0,0,0,0,0
2dcb3d60a2b1eb0e2ce8d0111f5a593f,0,220,0,146,0,0,0,0,0,0,0,0,0,0
a0862315efec287a823f19ae2c497b3b,0,266,0,82,0,0,0,0,0,0,0,0,0,0
1535e2d219fe1ea08c549eaa07b032d6,197,115,0,0,64,0,0,0,0,0,0,0,0,0
95b539d0df3cc230a32c4b39a3cf6bde,0,361,0,0,0,0,0,0,0,0,0,0,0,0
19efec9163215ed0197d35d957192fcb,0,251,0,0,0,0,0,0,0,130,0,0,0,0
ad6c18c3b3705c117aed4501e6b916ac,0,169,0,75,0,0,0,0,0,0,0,0,180,0
efa6547042d63eb70da807186d7b15dc,0,97,0,0,0,0,0,0,0,0,0,0,0,0
4600d8e3d9fa22d6c6b8c72e2f48dc36,0,0,0,0,0,0,0,0,0,0,0,0,53,0
987f83e3b5eb09b9457abb3bccda2334,0,0,0,0,0,0,0,0,0,0,0,53,0,0
53197a6682fd233c5943455f7d1d98e7,0,0,0,0,0,0,0,0,0,0,0,96,0,0
808ac9c64a6b1272462ea71cb3888901,0,250,0,0,0,0,0,0,0,0,0,0,0,0
a7219a5ed21c81c5a115c297aaede9a8,117,0,0,51,0,0,0,0,0,0,0,0,111,0
4d33cb71b5e85118b72d2c998ae686d8,0,40,0,0,0,0,0,0,0,0,0,0,0,0
8c7da6a2d53da593e9152f740422a199,0,0,0,34,0,0,0,0,0,0,0,0,0,0
e1fc4ef45a5697ccb810d0d475e9baf3,0,0,0,0,0,0,0,0,0,0,78,0,0,0
6c2c1fa5670ff80d9a2e0880784a8702,0,0,0,0,0,0,0,0,0,255,0,0,154,0
b6059afabc4525198e40e29530f64343,0,0,0,0,0,0,73,0,0,0,0,0,0,0
6a62d6a4278d3246dab2740c4446ac4b,0,0,0,166,0,0,0,0,0,0,0,0,0,0
772fd5678032698d87fdef335244cd63,0,0,0,7,0,0,0,0,0,0,0,0,0,0
60b5de3544558880a24b78c8e8f0e71d,0,0,0,0,0,0,0,0,0,0,0,0,53,0
ae52f8a53d8ba1b76cf4b7a3440375cd,0,0,0,0,0,0,99,0,0,0,0,0,0,0
0f7fbf8da9aa5f18292fe983435ae855,0,266,0,132,0,0,0,0,0,0,0,0,0,0
c78b41445dba2ec14d92afed0db3072c,26,0,0,0,0,0,0,0,0,0,0,0,0,0
ea032d374f70f92bf6177e0e4168c24b,0,0,0,0,0,0,0,0,79,0,0,0,0,0
a702970dab0a87aa5506bcb585087aec,0,0,0,0,0,0,0,0,0,0,172,0,0,0
c9869b51e915b69805c65e460aedd622,0,118,0,0,0,0,0,0,0,0,0,0,0,0
7feb6506226326c36881c9d73bd0e02b,0,110,0,0,0,0,0,0,0,0,0,0,0,0
985950a6e0aaad4ad04812a01073233a,0,0,0,0,56,0,0,0,0,0,0,0,0,0
315d748dd4cc409b7652ac2243cf7cb9,0,134,0,105,0,0,0,0,0,0,0,199,0,0
55030a56612d4d1fb3ab82bdb3fefa96,0,0,45,0,0,0,0,0,0,0,0,0,0,0
1b4f930c440b5e0dd73e5d8f7214e8a2,0,0,0,0,0,0,112,51,0,0,0,0,0,0
43b3c2c269994f05d05fe45bc129e71b,0,0,0,0,0,0,0,0,0,0,0,0,101,0
1774ca9cb9ce70801b34f88f14a4fb81,0,116,0,0,0,0,0,0,0,0,0,0,0,0
c2376d7cf89b47fb0606af443c2cddf7,0,0,0,0,0,0,0,0,0,0,0,0,140,0
ac49b8786cdf65095fb245ada2dd101d,0,0,0,114,0,0,0,0,0,0,0,0,0,0
6c20aedcda5ad8aee1f8a30d8fb0029a,0,85,0,0,0,0,0,0,0,0,0,0,0,0
250ccf914604c97f342cb368fd1a741c,0,0,0,0,204,0,0,0,0,0,0,0,38,0
67dc81ea94b7bf3432b55e28c30a1045,0,345,0,0,0,0,0,0,0,0,0,0,0,0
2cacaf3bed4e5407702ee9bfae350e08,194,0,0,0,0,0,0,0,0,0,19,0,0,0
124d6608850fcc15518eba3fd55dd5c5,0,91,0,0,0,0,0,0,0,0,0,55,0,0
b42565e3a14b4e1dc3fbd828912ddf6f,0,225,0,0,0,0,0,0,0,0,0,0,0,0
75a8a868b0a8c39722f67d4ee0cffc08,0,0,0,0,0,0,0,0,0,0,0,0,0,12
286757fd7b90438c25df33275fb54c44,0,0,344,0,0,0,0,0,0,0,0,0,0,0
4a6e7a1d722a487ea314261c1712efdf,101,0,0,0,0,0,0,0,0,0,0,0,0,0
b953cd89153deb403d2803f993984852,0,244,0,74,0,0,0,0,0,0,0,0,0,0
4be5e31428be1561355141acf7ceffc8,184,0,0,0,0,0,0,0,0,0,0,0,0,0
682660661f7587a4d1a73346e84c416c,0,0,0,0,0,0,0,0,0,0,0,0,203,0
20a9950fc248aaf8eb11fd50623b6cdc,0,85,0,0,0,0,0,0,0,0,0,0,0,0
8a138bda7c294f780abad38a3fd288e0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
b665ee69778f865fe7544ca1abf8b71c,0,0,0,0,0,0,0,0,0,0,0,0,85,0
9c7206d12003f2ada9dd91559897a4b0,102,300,0,0,0,0,0,0,0,0,0,0,0,0
58ae88ec1d4d348786315f7e507360d7,105,0,0,0,0,0,0,0,0,0,0,0,0,0
8fb6c88fe47ad2f9bead5badbd10f109,0,0,0,0,0,0,0,0,0,0,0,0,236,84
874c7a08d906971d45a2e4ed2284433d,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2053c2eb0840ad8bdccdf43dad4744a3,0,123,0,127,0,0,0,0,0,0,0,0,0,0
ba1c72a61182c04198f13487a5808fcc,0,0,0,0,0,0,0,0,0,0,0,0,74,0
94ccc91f94a803e1e22dedcff9c34e7f,0,317,0,145,0,0,0,0,0,0,0,171,0,0
15ee709456386d78edcfae41f9ee2c58,57,0,0,0,0,0,0,0,0,0,0,0,0,0
fa266ba9ab16394bcb78e392115cb650,0,0,0,39,0,0,0,0,0,0,0,25,0,0
fde1ab1623af0e70474f110521c15ec2,207,0,0,0,0,0,0,0,0,0,0,0,0,0
0cd3a9f40d0cd3cbbd24ba8606eae1b8,0,134,0,0,0,0,0,0,0,0,0,0,0,0
e95505a68ccffca94252bf0ebb7d9b20,0,0,0,0,0,0,0,0,155,67,0,0,114,0
bd82c2ab5d3d2c411b05ec99cd65da6b,0,0,0,0,0,0,0,0,0,0,0,0,0,143
7c8a90afcccec5714fd891b91da7fc95,0,0,0,0,0,0,88,0,0,0,0,0,0,0
50a7c5f53c6e81d7c1c5b6455621b2a2,0,0,0,0,0,0,0,0,0,0,0,154,0,0
37c87c186facaee6a753a01d9301bc21,0,104,0,0,0,0,0,0,0,0,0,0,0,0
65cbdf5edaab1e13bb250ef6fbb5336f,0,0,0,366,0,0,0,0,0,0,0,0,0,0
07f061ba8bda9864ddb3b11ff878801f,0,0,0,0,48,0,0,0,0,0,0,0,63,0
5f6a7a891d3d08d61f9661e05a469bd5,0,0,0,65,0,0,0,0,0,0,0,0,0,0
33d81abbda8683efa365a652865e8134,0,0,81,0,0,0,0,0,0,0,0,0,0,0
df674f96c59fb4b51ddb84e96a21c535,0,208,0,203,0,0,0,0,0,0,0,0,0,0
1259f8b59a600f348ba97d24a88eccbb,0,173,0,0,0,0,0,0,0,0,0,0,0,0
6317d2f1e1fcd07a9513485e5a02ad12,0,302,0,0,0,0,0,0,0,0,0,0,0,0
a36cc132e01af82cc318351dd781844a,0,0,0,0,0,0,0,0,0,0,0,0,124,0
ebe4af6e6cb5ae1c730f5ab1101e13b5,0,68,0,63,0,0,0,0,0,0,0,0,0,0
0b56a4d77aa6d1259f140cb74e1e8a4f,0,148,50,0,0,0,0,0,0,0,0,0,0,0
fcbfd629307fe82ad44c4fead4becb10,72,0,0,0,0,147,0,0,0,0,34,0,0,0
9a5bbbd3ec9dcf33832af20337c4c1b9,0,0,0,0,0,0,0,0,0,0,0,0,131,0
8428ded9e1d47321063fa24e735dbd03,0,0,0,155,0,0,0,0,0,0,0,0,0,0
fc94f7801139919d42b6934db80465da,0,0,0,208,0,0,0,0,0,0,0,0,0,0
a5cacf021a24c54e1c883d7cae74b23e,0,114,0,0,0,0,0,0,0,0,0,0,0,0
b46a87550404998c9a1a576cefa8c21c,0,0,52,0,0,0,0,0,0,0,0,0,0,0
d153c0f80d49ad6089e9b02021ddd703,0,210,0,73,0,0,0,0,0,0,0,0,0,0
f9c7fb275eebe8fd654b159392c52a1e,0,0,0,167,0,0,0,0,0,0,0,0,0,0
17cdab5563831e0d35cff4809c9b701c,0,176,0,69,0,0,0,0,0,0,0,0,0,0
e4af55215d7f737a932fbe52edcb5839,0,0,0,0,0,0,0,0,0,0,0,0,55,0
8537f99e972eadc201458f4ecbd663fd,0,371,0,94,0,0,0,0,0,0,0,0,0,0
a700f7710a0141ff790e35c802905fb3,0,0,191,0,0,0,0,0,0,0,0,0,0,0
8b6d1b2132199f28051a3a71108b098e,0,0,0,112,0,0,0,0,0,115,0,0,70,0
d30fa0b3e9a5e1ad56a7f608077eb78f,0,199,0,0,0,0,35,0,0,0,0,0,0,0
22bcabf3c92daaa53cce4faa18667e9e,0,0,0,0,0,0,0,0,0,0,0,0,29,0
306af0b6ee377a0ad26001ff991e144f,0,0,0,0,0,0,0,0,0,0,0,0,160,0
c6883b3c2f913f25cd454f67830f112b,0,0,0,118,0,0,0,0,19,0,0,0,0,0
5b1aacd0ff6d9fde127d880ca370eceb,0,0,0,0,0,0,0,0,0,0,211,0,0,0
bf7c01f29e17485e40323996a8efaa3e,0,110,0,0,0,0,0,0,0,0,0,0,0,0
513a6682feaaa20c990de92f8bfd3106,0,464,0,0,0,0,0,0,0,0,0,0,0,0
1b78c9c46d2b54759d981734d593d24f,0,293,0,40,0,0,0,0,0,0,0,0,0,0
16adf50f5bc8f8b393ed0c9be3201664,0,0,0,0,0,0,0,0,0,0,0,0,202,0
e8d97d727c6ce542ce6fd0284d219b41,0,0,0,0,0,0,0,0,0,0,0,0,388,0
e8ab5711551a8e2b70392d9113b4956a,0,105,0,0,0,0,0,0,0,0,0,0,0,0
958dd7b9084a6b9194db7958b96e3709,0,0,0,0,0,0,0,0,34,0,0,0,0,0
39d0302e78aa816db9b5c85212741eee,0,423,0,0,0,0,0,0,0,0,0,0,0,0
65b110e3a3e728d9eace3dc017c40ec1,121,0,0,0,0,0,0,0,0,0,0,0,0,0
a7e182295ca194b11fdcc4c98a690709,0,211,0,224,0,0,0,0,0,0,0,0,0,0
70aff7a87074a6a86702235c3acf6295,0,152,0,0,0,0,0,0,0,0,0,0,0,0
9152466229fba9c7eea45681156e6b78,0,148,0,0,0,0,0,0,0,0,0,0,184,0
304280e2743915759d80a5b229441d4e,0,0,0,0,0,0,0,25,0,0,0,0,0,0
456b60548a2315df646c5740823a5b3d,0,0,56,0,0,0,0,0,0,0,0,0,0,0
40d36e83dc9ce2299aa71467eb11c9f6,0,0,0,0,0,0,0,0,100,0,0,0,0,0
a1369b9c13111b43a83de96b5dffd3ab,0,251,0,94,0,0,0,0,0,0,0,0,0,0
12e83405b053da18ceb0e0fcc2022343,0,0,0,78,0,0,0,0,0,0,0,0,0,0
e88a90d2def12189acd83db92d6acec9,0,0,0,0,0,0,0,0,0,0,0,0,145,0
81602c622a1b74cb2260f0d0f8b083a7,0,305,0,0,0,0,0,0,0,0,0,0,0,0
6cdb4dfdcfcc6b2b2dbb9d3cbc64dd2b,0,0,0,121,0,0,0,0,0,0,0,0,0,0
35e02db3f12297c36df37ba22fbf9aa0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
a01c340b498606d779b3a66fa8fec2f8,0,0,0,0,0,0,0,54,0,0,0,0,0,0
ccf1e0eb9662c05ed3594c431938d015,0,0,0,0,0,0,0,0,0,0,0,0,92,0
5f6b8d65f3be5fd499dec3d61e881206,0,0,0,0,0,0,0,0,0,111,0,0,0,0
fc16e2c4edc12022b6ff03001cc7f202,0,137,0,0,0,0,0,0,0,0,0,111,0,0
84a750c4bff123f643714e9d230b64ff,0,65,0,0,0,0,0,0,0,0,0,0,0,0
bf9643aa1b0e3ec0a9d42800cbc02150,0,0,0,0,0,0,0,0,0,6,0,0,0,0
17e07a546972679a24c566ea1283e3b3,0,0,0,0,0,0,0,0,179,0,0,0,0,0
425a56cd1d6ecf0f70aaa48761b5d87d,0,0,0,0,0,0,0,0,0,0,0,143,0,0
a9b07bc551d528b0d0360d3b6d9a0a7c,4,0,0,0,0,0,0,0,0,0,0,0,0,0
48463217a373a5e017153b242ac2846a,0,0,0,0,107,0,0,0,0,0,0,0,0,36
654245abbddb86697e207db8323143c1,0,390,0,0,0,0,0,0,0,0,0,0,0,0
0ff800b56a5fac5e420a3cfc069e2ace,110,0,0,0,0,0,0,0,0,0,0,0,142,0
d020910d8aa380e9744f7356410b9977,0,0,0,0,0,0,0,0,0,0,0,105,0,0
3930708554284865584dc78495e369cd,0,133,0,58,0,0,0,0,0,0,0,0,0,0
2d896033a9c42dabd1acda304185f230,29,0,0,0,0,0,0,0,0,0,0,0,0,0
61877d924dec873cccfd3a2db49e4c5c,0,0,0,111,0,0,0,0,0,0,0,0,0,0
ee7b4c1ec548944501bac91e475ee284,0,0,0,0,0,0,0,0,0,0,0,157,0,0
48fc02c599ba9a8ce6de2ac55194e37a,0,120,0,0,0,0,39,0,0,0,0,0,0,0
d96bb680b488b24d54f4bbaeece42f9f,61,0,0,0,0,0,0,0,0,0,0,0,0,0
1ab55acb36b731a8b0ef4d16b3b9ff21,0,0,0,0,0,0,0,0,0,0,0,376,0,0
696b6429eb491b232d512d6d43997cfa,0,0,0,163,0,0,0,0,0,0,0,0,0,0
74113aae343e34e20402b54947aeca24,0,150,0,0,0,0,0,0,0,0,0,0,0,0
3f88f25113d2a534390b7533b3a32669,0,0,0,0,221,0,0,0,0,0,0,0,0,0
a0cf2d8c08b05662c1f16841b57b7d3a,0,67,0,0,0,0,0,0,0,0,0,0,0,0
d7d0c1b52f7ce2d81d76bf09ce4cba8e,0,0,0,0,0,0,0,0,0,0,0,0,255,0
68c67bc07091330fe208effc8ade53f6,0,0,28,119,0,0,0,0,0,39,0,0,119,0
e9cdff95aa400a25f148e6e0b0ffa468,0,75,0,0,0,0,0,0,0,0,0,0,0,0
e1fc09cb9f790d6f7b7089762d4d50d0,337,0,0,0,0,0,0,0,0,0,0,0,0,0
366156f0db51f266636330985006da95,0,336,0,0,0,0,0,0,0,0,0,0,0,0
5740506115811326b5ee4ec9772162b9,0,148,0,0,0,0,0,0,0,0,0,0,0,0
8bc18ce5c1ef811cc1b2f0c1961b7470,0,0,239,0,0,0,0,0,0,0,0,0,0,0
8992260a020afc571aaa1e53605eefe6,0,88,0,0,0,0,0,0,0,0,0,0,0,0
219eeba323905ed4eb00f88861b60981,0,101,0,0,0,54,0,0,0,0,0,0,0,0
034259972487846b64479d60c9543453,0,0,0,62,0,0,0,0,0,0,0,0,0,0
a6948338de14fa9acf65f07d3ac0d576,0,0,0,0,0,0,39,0,0,0,142,0,0,0
3f48f0bc52bdd78fcea43bbb76f92813,177,0,0,43,0,0,0,0,0,0,0,0,0,0
c2fb25eaed76bc638a439215fc7fe21e,0,313,0,0,0,0,0,0,0,0,0,0,0,0
4bd8f21d10072f673f9658a7afbe1d6d,0,0,0,0,0,0,0,0,8,0,0,0,234,0
